Timestamp,MAC,Name,Battery,RSSI,Lat,Lng,AlertState
2026-06-15T00:09:01.860535,63:C4:8A:33:F6:06,h61,94,-91,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:02.612860,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:02.613769,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:02.614596,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.024363,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.025383,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.040460,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.224945,63:C4:8A:33:F6:06,h61,94,-88,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:03.425900,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.427481,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.427902,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.809944,6D:83:CF:21:F3:ED,34,87,-64,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.810998,6D:83:CF:21:F3:ED,34,87,-64,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:03.976085,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:03.977017,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:03.977817,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:04.194575,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:04.195493,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:04.196312,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:04.365535,6D:83:CF:21:F3:ED,34,87,-65,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:04.366288,6D:83:CF:21:F3:ED,34,87,-65,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:04.384583,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-54,,,OK
2026-06-15T00:09:04.385605,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-54,,,OK
2026-06-15T00:09:04.386397,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:05.190539,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:05.191942,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:06.361230,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:06.363340,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:06.364228,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:06.366363,6D:83:CF:21:F3:ED,34,87,-52,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:06.367769,6D:83:CF:21:F3:ED,34,87,-52,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:06.369253,6D:83:CF:21:F3:ED,34,87,-52,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:06.587220,63:C4:8A:33:F6:06,h61,94,-92,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:06.930985,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:06.932803,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:06.934312,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:07.107932,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:07.109621,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:07.121794,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:07.123522,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:07.127376,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:08.579183,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:08.584212,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:08.585895,63:C4:8A:33:F6:06,h61,94,-88,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:08.590193,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:08.592751,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:08.594489,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:09.098866,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:09.108237,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:09.393226,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:09.942885,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:09.950348,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:09:09.951247,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:11.245131,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:11.247677,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:11.250291,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
